Word	Length	LemmaFreq	WordFreq	zipfFreq	Syllables	SyllLength
συκοφαντία	10	3.3	1.1	3.052	συ-κο-φα-ντί-α	5
συλλαβικός	10	0.3	0	1.327	συλ-λα-βι-κός	4
συλλαμβάνω	10	77.8	0.2	2.327	συλ-λαμ-βά-νω	4
συλλέκτρια	10	0.2	0.1	2.106	συλ-λέ-κτρι-α	4
συλλογικός	10	67.7	0.6	2.79	συλ-λο-γι-κός	4
συμβατικός	10	37.8	0.7	2.859	συμ-βα-τι-κός	4
συμβολικός	10	23.4	0.4	2.628	συμ-βο-λι-κός	4
συμβουλεύω	10	19.3	0.6	2.79	συμ-βου-λεύ-ω	4
συμμαθητής	10	8.6	1.1	3.052	συμ-μα-θη-τής	4
συμμαχητής	10	0.1	0	1.327	συμ-μα-χη-τής	4
συμμαχικός	10	7.7	0.1	2.106	συμ-μα-χι-κός	4
σύμμεικτος	10	0.3	0.1	2.106	σύμ-μει-κτος	3
συμμετέχων	10	18.3	0.8	2.919	συμ-με-τέ-χων	4
συμμέτοχος	10	6.3	1	3.009	συμ-μέ-το-χος	4
συμμορίτης	10	1.9	0.1	2.106	συμ-μο-ρί-της	4
συμμορφώνω	10	17	0	1.327	συμ-μορ-φώ-νω	4
συμμόρφωση	10	12.7	8.3	3.92	συμ-μόρ-φω-ση	4
συμπαιγνία	10	1.6	1.2	3.083	συ-μπαι-γνί-α	4
συμπαίκτης	10	16.4	2.1	3.327	συ-μπαί-κτης	3
συμπαίχτης	10	0.2	0	1.327	συ-μπαί-χτης	3
συμπεθεριό	10	0.1	0.1	2.106	συ-μπε-θε-ριό	4
συμπέθερος	10	0.2	0	1.327	συ-μπέ-θε-ρος	4
συμπεραίνω	10	10.5	0.4	2.628	συ-μπε-ραί-νω	4
συμπέρασμα	10	108.9	53.4	4.727	συ-μπέ-ρα-σμα	4
συμπιεστής	10	7.3	0.9	2.961	συ-μπι-ε-στής	4
συμπιεστός	10	7.3	0	1.327	συ-μπι-ε-στός	4
συμπλέκτης	10	2.7	0.4	2.628	συ-μπλέ-κτης	3
συμπλήρωμα	10	6.9	4.3	3.635	συ-μπλή-ρω-μα	4
συμπληρώνω	10	120.7	0.5	2.725	συ-μπλη-ρώ-νω	4
συμπλήρωση	10	26.6	21	4.322	συ-μπλή-ρω-ση	4
συμπολίτης	10	9.9	0.4	2.628	συ-μπο-λί-της	4
συμποτικός	10	0.2	0	1.327	συ-μπο-τι-κός	4
συμπύκνωμα	10	0.3	0.1	2.106	συ-μπύ-κνω-μα	4
συμπυκνώνω	10	9.1	0	1.327	συ-μπυ-κνώ-νω	4
συμπύκνωση	10	2.1	1.3	3.12	συ-μπύ-κνω-ση	4
συμφιλιώνω	10	4.3	0	1.327	συμ-φι-λι-ώ-νω	5
συμφιλίωση	10	7.1	3.4	3.534	συμ-φι-λί-ω-ση	5
συμφωνικός	10	10	0	1.327	συμ-φω-νι-κός	4
συναγερμός	10	12.6	3.5	3.548	συ-να-γερ-μός	4
συνάδελφος	10	377.3	28.4	4.453	συ-νά-δελ-φος	4
συναθλητής	10	1.1	0.1	2.106	συ-να-θλη-τής	4
συναθροίζω	10	2.3	0	1.327	συ-να-θροί-ζω	4
συνάθροιση	10	2.7	0.9	2.961	συ-νά-θροι-ση	4
συναίσθημα	10	34.6	14.2	4.153	συ-ναί-σθη-μα	4
συναίσθηση	10	4.1	3.8	3.583	συ-ναί-σθη-ση	4
συνακρόαση	10	0.2	0.1	2.106	συ-να-κρό-α-ση	5
συνάλλαγμα	10	25.8	12.1	4.083	συ-νάλ-λαγ-μα	4
συναλληλία	10	0.2	0.1	2.106	συ-ναλ-λη-λί-α	5
συναποτελώ	10	0.9	0	1.327	συ-να-πο-τε-λώ	5
συναρθρώνω	10	0.4	0	1.327	συ-ναρ-θρώ-νω	4
συνάρθρωση	10	0.6	0.4	2.628	συ-νάρ-θρω-ση	4
συνδαυλίζω	10	0.1	0	1.327	συν-δαυ-λί-ζω	4
συνδετήρας	10	0.3	0	1.327	συν-δε-τή-ρας	4
συνδετικός	10	11.1	2	3.305	συν-δε-τι-κός	4
συνδημότης	10	0.1	0	1.327	συν-δη-μό-της	4
συνδιάλεξη	10	2.6	0.3	2.504	συν-δι-ά-λε-ξη	5
συνδυασμός	10	102.3	17.2	4.236	συν-δυ-α-σμός	4
συνεδριάζω	10	59.4	0	1.327	συ-νε-δρι-ά-ζω	5
συνεδρίαση	10	179	122	5.086	συ-νε-δρί-α-ση	5
συνειδητός	10	17.2	0.4	2.628	συ-νει-δη-τός	4
συνεισφέρω	10	16.2	0.3	2.504	συ-νει-σφέ-ρω	4
συνεισφορά	10	15.7	11.2	4.05	συ-νει-σφο-ρά	4
συνεκτικός	10	7.3	0.5	2.725	συ-νε-κτι-κός	4
συνεννόηση	10	36.8	22.5	4.352	συ-νεν-νό-η-ση	5
συνέντευξη	10	132.2	97.1	4.987	συ-νέ-ντευ-ξη	4
συνεξετάζω	10	0.4	0	1.327	συ-νε-ξε-τά-ζω	5
συνεξέταση	10	0.1	0.1	2.106	συ-νε-ξέ-τα-ση	5
συνεορτάζω	10	0.1	0	1.327	συ-νε-ορ-τά-ζω	5
συνεπαγωγή	10	1.2	0.5	2.725	συ-νε-πα-γω-γή	5
συνεπαίρνω	10	2.7	0	1.327	συ-νε-παίρ-νω	4
συνεπιφέρω	10	0.5	0	1.327	συ-νε-πι-φέ-ρω	5
συνεργασία	10	333.5	207.5	5.317	συ-νερ-γα-σί-α	5
συνεργάτης	10	111.2	20.2	4.306	συ-νερ-γά-της	4
συνέρχομαι	10	28.6	0.1	2.106	συ-νέρ-χο-μαι	4
συνεστίαση	10	1.1	0.7	2.859	συ-νε-στί-α-ση	5
συνεταίρος	10	4.7	0.8	2.919	συ-νε-ταί-ρος	4
συνετισμός	10	0.1	0	1.327	συ-νε-τι-σμός	4
συνεχιστής	10	1.8	0.7	2.859	συ-νε-χι-στής	4
συνημίτονο	10	0.2	0.1	2.106	συ-νη-μί-το-νο	5
συνημμένος	10	7.5	0.1	2.106	συ-νημ-μέ-νος	4
συνθετικός	10	10.6	0.2	2.327	συν-θε-τι-κός	4
συννεφιάζω	10	1.9	0	1.327	συν-νε-φιά-ζω	4
συνοικέσιο	10	0.8	0.5	2.725	συ-νοι-κέ-σι-ο	5
συνομολογώ	10	3.5	0.1	2.106	συ-νο-μο-λο-γώ	5
συνοπτικός	10	17.5	0.4	2.628	συ-νο-πτι-κός	4
συνοριακός	10	8.6	0.1	2.106	συ-νο-ρι-α-κός	5
συνοστέωση	10	0.2	0.1	2.106	συ-νο-στέ-ω-ση	5
συνοφρύωση	10	0.1	0	1.327	συ-νο-φρύ-ω-ση	5
συντακτικό	10	3	0.9	2.961	συ-ντα-κτι-κό	4
συντάκτρια	10	0.4	0.3	2.504	συ-ντά-κτρι-α	4
συντάξιμος	10	5.1	0.6	2.79	συ-ντά-ξι-μος	4
συνταυτίζω	10	0.5	0	1.327	συ-νταυ-τί-ζω	4
συνταύτιση	10	0.3	0.1	2.106	συ-νταύ-τι-ση	4
συντηρητής	10	3.4	0.5	2.725	συ-ντη-ρη-τής	4
συντίθεμαι	10	4.7	0	1.327	συ-ντί-θε-μαι	4
συντόμευση	10	1.5	1.3	3.12	συ-ντό-μευ-ση	4
συντοπίτης	10	1.4	0.3	2.504	συ-ντο-πί-της	4
συντρόφεμα	10	0	0	1.327	συ-ντρό-φε-μα	4
συντροφεύω	10	2.5	0	1.327	συ-ντρο-φεύ-ω	4
συντυχαίνω	10	0	0	1.327	συ-ντυ-χαί-νω	4
συνυπηρετώ	10	0.1	0	1.327	συ-νυ-πη-ρε-τώ	5
συνωθούμαι	10	0.8	0	1.327	συ-νω-θού-μαι	4
συριστικός	10	0.1	0	1.327	συ-ρι-στι-κός	4
συρμάτινος	10	0.7	0	1.327	συρ-μά-τι-νος	4
συρραπτικό	10	0	0	1.327	συρ-ρα-πτι-κό	4
συρρικνώνω	10	11.3	0	1.327	συρ-ρι-κνώ-νω	4
συρρίκνωση	10	13	10.7	4.03	συρ-ρί-κνω-ση	4
συρταρωτός	10	0.1	0	1.327	συρ-τα-ρω-τός	4
συσκευασία	10	16.9	6.9	3.839	συ-σκευ-α-σί-α	5
συσπειρώνω	10	9.7	0	1.327	συ-σπει-ρώ-νω	4
συσπείρωση	10	9.7	5.6	3.749	συ-σπεί-ρω-ση	4
συσσώρευση	10	8.8	6.4	3.807	συσ-σώ-ρευ-ση	4
συστατικός	10	34.7	0	1.327	συ-στα-τι-κός	4
συστολικός	10	0.4	0	1.327	συ-στο-λι-κός	4
συσχετικός	10	0	0	1.327	συ-σχε-τι-κός	4
συχνοουρία	10	0	0	1.327	συ-χνο-ου-ρί-α	5
σφαγιασμός	10	0.3	0.1	2.106	σφα-για-σμός	3
σφαγιαστής	10	0	0	1.327	σφα-για-στής	3
σφεντονίζω	10	0	0	1.327	σφε-ντο-νί-ζω	4
σφηκοφωλιά	10	0.2	0.1	2.106	σφη-κο-φω-λιά	4
σφηνοειδής	10	0.5	0	1.327	σφη-νο-ει-δής	4
σφιγκτήρας	10	0.3	0	1.327	σφι-γκτή-ρας	3
σφοδρότητα	10	1.9	1.8	3.262	σφο-δρό-τη-τα	4
σφουγγαράς	10	0.6	0	1.327	σφουγ-γα-ράς	3
σφραγιστός	10	0.1	0	1.327	σφρα-γι-στός	3
σφυρηλασία	10	0	0	1.327	σφυ-ρη-λα-σί-α	5
σφυρήλατος	10	0.6	0	1.327	σφυ-ρή-λα-τος	4
σφυροβολία	10	1	0.9	2.961	σφυ-ρο-βο-λί-α	5
σφυροβόλος	10	0.2	0.1	2.106	σφυ-ρο-βό-λος	4
σφυροκοπάω	10	1.2	0	1.327	σφυ-ρο-κο-πά-ω	5
σχεδιασμός	10	100.2	23.6	4.373	σχε-δι-α-σμός	4
σχεδιαστής	10	11.8	2.6	3.417	σχε-δι-α-στής	4
σχηματικός	10	4.2	0	1.327	σχη-μα-τι-κός	4
σχιζοειδής	10	0.1	0	1.327	σχι-ζο-ει-δής	4
σχοινένιος	10	0.1	0	1.327	σχοι-νέ-νιος	3
σχοινοβατώ	10	0.5	0	1.327	σχοι-νο-βα-τώ	4
σχολαρχείο	10	0.2	0.1	2.106	σχο-λαρ-χεί-ο	4
σχολιασμός	10	7	1.7	3.236	σχο-λι-α-σμός	4
σχολιαστής	10	5.6	1.5	3.185	σχο-λι-α-στής	4
σχολίατρος	10	0.1	0.1	2.106	σχο-λί-α-τρος	4
σωκρατικός	10	0.3	0	1.327	σω-κρα-τι-κός	4
σωματάρχης	10	0	0	1.327	σω-μα-τάρ-χης	4
σωματοποιώ	10	0.1	0	1.327	σω-μα-το-ποι-ώ	5
σωρευτικός	10	3.1	0	1.327	σω-ρευ-τι-κός	4
ταβλαδόρος	10	0	0	1.327	τα-βλα-δό-ρος	4
ταινιοθήκη	10	5.2	3.3	3.521	ται-νι-ο-θή-κη	5
ταιριαστός	10	1.4	0.1	2.106	ται-ρια-στός	3
ταλαιπωρία	10	16.7	13.1	4.118	τα-λαι-πω-ρί-α	5
ταλαίπωρος	10	3.1	0.5	2.725	τα-λαί-πω-ρος	4
ταλάντευση	10	1.1	0.4	2.628	τα-λά-ντευ-ση	4
ταλαντωτής	10	0.3	0.1	2.106	τα-λα-ντω-τής	4
ταμπακιέρα	10	0.6	0.5	2.725	τα-μπα-κιέ-ρα	4
ταμπουρώνω	10	1.1	0	1.327	τα-μπου-ρώ-νω	4
ταξιδευτής	10	0.8	0.3	2.504	τα-ξι-δευ-τής	4
ταξιδεύτρα	10	0	0	1.327	τα-ξι-δεύ-τρα	4
ταξιδιάρης	10	0.4	0.1	2.106	τα-ξι-διά-ρης	4
ταξιδιώτης	10	9.1	1.6	3.208	τα-ξι-διώ-της	4
ταξιθέτηση	10	0	0	1.327	τα-ξι-θέ-τη-ση	5
ταξιθέτρια	10	0.2	0.1	2.106	τα-ξι-θέ-τρι-α	5
ταξινόμηση	10	10.3	5.6	3.749	τα-ξι-νό-μη-ση	5
ταπετσαρία	10	1.1	0.5	2.725	τα-πε-τσα-ρί-α	5
ταπετσέρης	10	0	0	1.327	τα-πε-τσέ-ρης	4
ταρακουνάω	10	2.8	0	1.327	τα-ρα-κου-νά-ω	5
ταραντούλα	10	0	0	1.327	τα-ρα-ντού-λα	4
ταριχευτής	10	0.1	0	1.327	τα-ρι-χευ-τής	4
ταρταρούγα	10	0.1	0.1	2.106	ταρ-τα-ρού-γα	4
ταυρομαχία	10	1.1	0.3	2.504	ταυ-ρο-μα-χί-α	5
ταυρομάχος	10	0.6	0.3	2.504	ταυ-ρο-μά-χος	4
ταυτολογία	10	0.6	0.4	2.628	ταυ-το-λο-γί-α	5
ταυτόσημος	10	7.2	0.4	2.628	ταυ-τό-ση-μος	4
ταυτοφωνία	10	0.1	0.1	2.106	ταυ-το-φω-νί-α	5
ταχογράφος	10	0.4	0.1	2.106	τα-χο-γρά-φος	4
ταχτάρισμα	10	0	0	1.327	τα-χτά-ρι-σμα	4
ταχυγραφία	10	0	0	1.327	τα-χυ-γρα-φί-α	5
ταχυδρόμος	10	4.7	2.3	3.365	τα-χυ-δρό-μος	4
ταχυκαρδία	10	0.5	0.4	2.628	τα-χυ-καρ-δί-α	5
ταχυπαλμία	10	0.5	0.4	2.628	τα-χυ-παλ-μί-α	5
τεϊοποτείο	10	0.1	0.1	2.106	τε-ϊ-ο-πο-τεί-ο	6
τεκμηριώνω	10	21.8	0.1	2.106	τεκ-μη-ρι-ώ-νω	5
τεκμηρίωση	10	10.8	6.1	3.787	τεκ-μη-ρί-ω-ση	5
τεκνογονία	10	0.1	0.1	2.106	τε-κνο-γο-νί-α	5
τεκτονικός	10	2.6	0	1.327	τε-κτο-νι-κός	4
τελειοποιώ	10	2.6	0	1.327	τε-λει-ο-ποι-ώ	5
τελειότητα	10	3.4	2.5	3.403	τε-λει-ό-τη-τα	5
τελεολογία	10	0.1	0.1	2.106	τε-λε-ο-λο-γί-α	6
τελεσφόρος	10	0.2	0.1	2.106	τε-λε-σφό-ρος	4
τελετάρχης	10	0.3	0.2	2.327	τε-λε-τάρ-χης	4
τελευταίος	10	817.8	36.1	4.557	τε-λευ-ταί-ος	4
τεμαχισμός	10	0.9	0.2	2.327	τε-μα-χι-σμός	4
τεμπελιάζω	10	0.4	0	1.327	τε-μπε-λιά-ζω	4
τεμπέλικος	10	0.4	0	1.327	τε-μπέ-λι-κος	4
τεντιμπόης	10	0	0	1.327	τε-ντι-μπό-ης	4
τερματικός	10	6.9	0.3	2.504	τερ-μα-τι-κός	4
τετράγωνος	10	18.2	0.2	2.327	τε-τρά-γω-νος	4
τετράεδρος	10	0	0	1.327	τε-τρά-ε-δρος	4
τετραλογία	10	0.6	0.4	2.628	τε-τρα-λο-γί-α	5
τετραμελής	10	1.9	0.6	2.79	τε-τρα-με-λής	4
τετραμερής	10	1.3	0.2	2.327	τε-τρα-με-ρής	4
τετραμηνία	10	0	0	1.327	τε-τρα-μη-νί-α	5
τετράμηνος	10	7.7	0	1.327	τε-τρά-μη-νος	4
τετράπαχος	10	0.2	0.1	2.106	τε-τρά-πα-χος	4
τετράποδος	10	1.1	0	1.327	τε-τρά-πο-δος	4
τετράτομος	10	0.2	0	1.327	τε-τρά-το-μος	4
τετραφωνία	10	0	0	1.327	τε-τρα-φω-νί-α	5
τετράφωνος	10	0	0	1.327	τε-τρά-φω-νος	4
τευτονικός	10	0.1	0	1.327	τευ-το-νι-κός	4
τεφροδόχος	10	0.1	0	1.327	τε-φρο-δό-χος	4
τεχνηέντως	10	1	1	3.009	τε-χνη-έ-ντως	4
τεχνικολόρ	10	0.3	0.3	2.504	τε-χνι-κο-λόρ	4
τεχνολογία	10	141	46.1	4.664	τε-χνο-λο-γί-α	5
τεχνολόγος	10	1.2	0.2	2.327	τε-χνο-λό-γος	4
τεχνουργός	10	0	0	1.327	τε-χνουρ-γός	3
τζαμαϊκανή	10	0.7	0.5	2.725	τζα-μα-ϊ-κα-νή	5
τζαμόπορτα	10	0.2	0.2	2.327	τζα-μό-πορ-τα	4
τζαμπατζής	10	0.4	0	1.327	τζα-μπα-τζής	3
τζέντλεμαν	10	0.9	0.9	2.961	τζέ-ντλε-μαν	3
τζογαδόρος	10	1.6	0.5	2.725	τζο-γα-δό-ρος	4
τηλεγραφία	10	0	0	1.327	τη-λε-γρα-φί-α	5
τηλέγραφος	10	0.3	0.1	2.106	τη-λέ-γρα-φος	4
τηλεθεατής	10	9	1	3.009	τη-λε-θε-α-τής	5
τηλεμετρία	10	0	0	1.327	τη-λε-με-τρί-α	5
τηλεπάθεια	10	0.1	0.1	2.106	τη-λε-πά-θει-α	5
τηλεσκόπιο	10	3.2	1.6	3.208	τη-λε-σκό-πι-ο	5
τηλεταινία	10	0.7	0.4	2.628	τη-λε-ται-νί-α	5
τηλεφωνείο	10	0	0	1.327	τη-λε-φω-νεί-ο	5
τηλεφώνημα	10	17.6	9	3.955	τη-λε-φώ-νη-μα	5
τιμάριθμος	10	8.4	2.1	3.327	τι-μά-ριθ-μος	4
τιμολόγηση	10	3.9	1.7	3.236	τι-μο-λό-γη-ση	5
τιμονιέρης	10	0.9	0.3	2.504	τι-μο-νιέ-ρης	4
τιποτένιος	10	0.6	0.2	2.327	τι-πο-τέ-νιος	4
τμηματικός	10	5.3	0.1	2.106	τμη-μα-τι-κός	4
τοιχογραφώ	10	0.6	0	1.327	τοι-χο-γρα-φώ	4
τοιχοδομία	10	0.2	0	1.327	τοι-χο-δο-μί-α	5
τοιχοποιία	10	1.4	0.8	2.919	τοι-χο-ποι-ί-α	5
τοκογλυφία	10	2.5	1.3	3.12	το-κο-γλυ-φί-α	5
τοκογλύφος	10	3.2	0.3	2.504	το-κο-γλύ-φος	4
τομογραφία	10	2.4	1.9	3.282	το-μο-γρα-φί-α	5
τομογράφος	10	2.6	0.3	2.504	το-μο-γρά-φος	4
τονικότητα	10	0.5	0.3	2.504	το-νι-κό-τη-τα	5
τοξικότητα	10	2.2	1	3.009	το-ξι-κό-τη-τα	5
τοξιναιμία	10	0	0	1.327	το-ξι-ναι-μί-α	5
τοπικισμός	10	0.6	0.1	2.106	το-πι-κι-σμός	4
τοπικιστής	10	0.1	0	1.327	το-πι-κι-στής	4
τοπογραφία	10	1.7	1.3	3.12	το-πο-γρα-φί-α	5
τοπογράφος	10	1.6	0.3	2.504	το-πο-γρά-φος	4
τοποθέτηση	10	74.1	45	4.653	το-πο-θέ-τη-ση	5
τορναδόρος	10	0.3	0.2	2.327	τορ-να-δό-ρος	4
τοσκανικός	10	0	0	1.327	το-σκα-νι-κός	4
τοτεμισμός	10	0.1	0	1.327	το-τε-μι-σμός	4
τουλάχιστο	10	313.1	5.3	3.725	του-λά-χι-στο	4
τουλουπάνι	10	0.1	0.1	2.106	του-λου-πά-νι	4
τουμπελέκι	10	0.5	0.4	2.628	του-μπε-λέ-κι	4
τουναντίον	10	1.8	1.8	3.262	του-να-ντί-ον	4
τουρίστρια	10	0.9	0.3	2.504	του-ρί-στρι-α	4
τραβολογάω	10	0.6	0	1.327	τρα-βο-λο-γά-ω	5
τραγέλαφος	10	1.1	0.6	2.79	τρα-γέ-λα-φος	4
τραγόπαπας	10	0	0	1.327	τρα-γό-πα-πας	4
τρακαδόρος	10	0.1	0	1.327	τρα-κα-δό-ρος	4
τρακάρισμα	10	0.3	0.2	2.327	τρα-κά-ρι-σμα	4
τρακοσαριά	10	0.1	0.1	2.106	τρα-κο-σα-ριά	4
τραμπούκος	10	0.9	0.1	2.106	τρα-μπού-κος	3
τρανζίστορ	10	1.3	1.3	3.12	τραν-ζί-στορ	3
τρανταχτός	10	2.3	0	1.327	τρα-ντα-χτός	3
τραπεζαρία	10	2.9	2.2	3.344	τρα-πε-ζα-ρί-α	5
τραπεζιέρα	10	0	0	1.327	τρα-πε-ζιέ-ρα	4
τραπεζικός	10	75.1	3.8	3.583	τρα-πε-ζι-κός	4
τραπεζίτης	10	12.5	2.1	3.327	τρα-πε-ζί-της	4
τρατάρισμα	10	0	0	1.327	τρα-τά-ρι-σμα	4
τραυλισμός	10	0	0	1.327	τραυ-λι-σμός	3
τραυματίας	10	29.2	5.7	3.757	τραυ-μα-τί-ας	4
τραυματίζω	10	48.5	0	1.327	τραυ-μα-τί-ζω	4
τραχειακός	10	0.2	0	1.327	τρα-χει-α-κός	4
τραχηλικός	10	0.3	0	1.327	τρα-χη-λι-κός	4
τρεμάμενος	10	1.3	0	1.327	τρε-μά-με-νος	4
τρεμοπαίζω	10	0.5	0	1.327	τρε-μο-παί-ζω	4
τρεμοσβήνω	10	0.2	0	1.327	τρε-μο-σβή-νω	4
τρενάρισμα	10	0.1	0.1	2.106	τρε-νά-ρι-σμα	4
τρεχαντήρι	10	0.3	0.2	2.327	τρε-χα-ντή-ρι	4
τριακοστός	10	1.5	0.1	2.106	τρι-α-κο-στός	4
τριαντάρης	10	1.1	0.2	2.327	τρι-α-ντά-ρης	4
τριανταριά	10	1	1	3.009	τρι-α-ντα-ριά	4
τριβέλισμα	10	0	0	1.327	τρι-βέ-λι-σμα	4
τρίγλωσσος	10	0.4	0	1.327	τρί-γλωσ-σος	3
τριγύρισμα	10	0	0	1.327	τρι-γύ-ρι-σμα	4
τριγωνικός	10	2.1	0.1	2.106	τρι-γω-νι-κός	4
τρικέφαλος	10	0.1	0	1.327	τρι-κέ-φα-λος	4
τρικύμισμα	10	0	0	1.327	τρι-κύ-μι-σμα	4
τριοξείδιο	10	0.1	0.1	2.106	τρι-ο-ξεί-δι-ο	5
τριπλάσιος	10	4.9	0.3	2.504	τρι-πλά-σι-ος	4
τρίπλευρος	10	0.1	0	1.327	τρί-πλευ-ρος	3
τριπλότυπο	10	0.5	0.2	2.327	τρι-πλό-τυ-πο	4
τριπολικός	10	0	0	1.327	τρι-πο-λι-κός	4
τρίπρακτος	10	0.1	0	1.327	τρί-πρα-κτος	3
τρισάθλιος	10	0.2	0	1.327	τρι-σά-θλι-ος	4
τρισταυρία	10	0	0	1.327	τρι-σταυ-ρί-α	4
τριτογενής	10	2.4	0.3	2.504	τρι-το-γε-νής	4
τριτότοκος	10	0	0	1.327	τρι-τό-το-κος	4
τριφασικός	10	0.3	0.1	2.106	τρι-φα-σι-κός	4
τριχινίαση	10	0	0	1.327	τρι-χι-νί-α-ση	5
τριχοειδής	10	1.8	0	1.327	τρι-χο-ει-δής	4
τριχόπτωση	10	0.1	0.1	2.106	τρι-χό-πτω-ση	4
τρομοκρατώ	10	8.9	0.1	2.106	τρο-μο-κρα-τώ	4
τροπολογία	10	121.1	72.7	4.861	τρο-πο-λο-γί-α	5
τροφοδοσία	10	7.4	4.1	3.615	τρο-φο-δο-σί-α	5
τροφοδότης	10	1.4	0.6	2.79	τρο-φο-δό-της	4
τροχήλατος	10	0.3	0	1.327	τρο-χή-λα-τος	4
τροχοδρομώ	10	0.1	0	1.327	τρο-χο-δρο-μώ	4
τροχονόμος	10	4.5	1.3	3.12	τρο-χο-νό-μος	4
τροχόσπιτο	10	1.9	0.7	2.859	τρο-χό-σπι-το	4
τροχοφόρος	10	1.4	0	1.327	τρο-χο-φό-ρος	4
τρυφερούδι	10	0	0	1.327	τρυ-φε-ρού-δι	4
τσαγκάρικο	10	0	0	1.327	τσα-γκά-ρι-κο	4
τσακίρικος	10	0	0	1.327	τσα-κί-ρι-κος	4
τσακώνικος	10	0	0	1.327	τσα-κώ-νι-κος	4
τσαλαπατάω	10	0.6	0	1.327	τσα-λα-πα-τά-ω	5
τσαμπουκάς	10	4.9	1.3	3.12	τσα-μπου-κάς	3
τσαμπουνάω	10	0.2	0	1.327	τσα-μπου-νά-ω	4
τσαντάκιας	10	0.4	0.1	2.106	τσα-ντά-κιας	3
τσαπερδόνα	10	0	0	1.327	τσα-περ-δό-να	4
τσάρλεστον	10	0.2	0.2	2.327	τσάρ-λε-στον	3
τσεκάρισμα	10	0.2	0.1	2.106	τσε-κά-ρι-σμα	4
τσεκουρώνω	10	0.1	0	1.327	τσε-κου-ρώ-νω	4
τσελιγκάτο	10	0.2	0.1	2.106	τσε-λι-γκά-το	4
τσελίστρια	10	0.2	0.1	2.106	τσε-λί-στρι-α	4
τσιγάρισμα	10	0	0	1.327	τσι-γά-ρι-σμα	4
τσιγκελάκι	10	0	0	1.327	τσι-γκε-λά-κι	4
τσίγκλισμα	10	0	0	1.327	τσί-γκλι-σμα	3
τσιγκούνης	10	0.7	0.2	2.327	τσι-γκού-νης	3
τσιγκουνιά	10	0.7	0.5	2.725	τσι-γκου-νιά	3
τσιμεντάρω	10	0	0	1.327	τσι-με-ντά-ρω	4
τσιμινιέρα	10	0.1	0.1	2.106	τσι-μι-νιέ-ρα	4
τσιμπλιάζω	10	0	0	1.327	τσι-μπλιά-ζω	3
τσιριμόνια	10	0.1	0	1.327	τσι-ρι-μό-νια	4
τσιτσιρίζω	10	0.1	0	1.327	τσι-τσι-ρί-ζω	4
τσιφτετέλι	10	1.7	1	3.009	τσι-φτε-τέ-λι	4
τσουγκράνα	10	0.1	0.1	2.106	τσου-γκρά-να	3
τσουγκρίζω	10	0.9	0	1.327	τσου-γκρί-ζω	3
τσουχτερός	10	2.1	0	1.327	τσου-χτε-ρός	3
τυμβωρυχία	10	0.3	0.2	2.327	τυμ-βω-ρυ-χί-α	5
τυμβωρύχος	10	0.3	0.1	2.106	τυμ-βω-ρύ-χος	4
τυμπανικός	10	0.4	0	1.327	τυ-μπα-νι-κός	4
τυνησιακός	10	0.1	0	1.327	τυ-νη-σι-α-κός	5
